GeneHu,Category,File
HAUS3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HAVCR2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HCAR2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HCAR3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HCK,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HCLS1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HCN1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HCN4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HCST,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HDAC8,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HEATR5A,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HECTD1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HECW1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HECW2,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HEG1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HELB,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HELZ,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HELZ2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HERC4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HERC6,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HES5,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HEXA,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HEXB,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HEY2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HFE,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HGF,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HIC1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HIF3A,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HIGD1B,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HINT2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HIST1H2BG,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HIST2H4A,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HK1,NewOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HK2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HK3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HLTF,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HMCN1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HMGA1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HMGCR,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HMGCS2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HMGN2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HMGN3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HMOX1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HNRNPD,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HNRNPDL,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HNRNPF,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HNRNPH1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HNRNPK,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HNRNPU,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HOMEZ,NewOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HPR,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HP,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HPCA,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HPGDS,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HPN,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HPS4,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HPSE,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HRC,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HRCT1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HRH2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HS3ST5,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HS6ST3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSD11B1,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSF2BP,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSF4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSPA12B,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSPA1A,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSPA1B,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSPB1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSPB2-C11orf52,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSPB2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HSPB3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HTR2C,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HTR3A,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HTR7,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HTRA1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HTRA2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HTRA3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HVCN1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HYAL1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
HYAL2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
C1orf162,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ICAM1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ICAM2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ICOS,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ICOSLG,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IER3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IER5,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFI27L2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFI44,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFITM2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFITM3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFITM1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFITM10,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFNAR1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFT140,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFT43,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IFT80,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGDCC4,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGF1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGF2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGFBP2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGFBP7,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGFBPL1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGHM,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGKC,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGLC1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGLC3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGLC7,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGLL1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGLC2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGLL5,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGSF1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGSF6,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGSF8,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IGSF9,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IKZF1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL10,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL10RA,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL11RA,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL12B,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL15,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL15RA,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL16,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL17RA,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL1A,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL1B,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL1R1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL1R2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL1RL1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL1RL2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL1RN,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL21R,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL27RA,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL2RB,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL2RG,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL33,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL34,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL4I1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL4R,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL6R,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IL7R,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ILDR1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IMPDH1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INA,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ING5,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INO80E,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INPP4A,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INPP5A,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INPP5D,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INPP5F,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INSC,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INSIG2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INSM2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
INTS1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IP6K3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IPO11,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IQCG,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IQSEC2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IQSEC3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IRAK2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IREB2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IRF2,NewOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IRF4,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IRF5,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IRF7,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IRX3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ISCU,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ISL1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ISLR2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ISM1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ISYNA1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITCH,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGA1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGA3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGA4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGA6,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGA7,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGAD,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGAE,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGAL,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGAM,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGAV,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGAX,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGB2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGB4,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGB5,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITGBL1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITIH2,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITIH3,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITM2A,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITPR1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITPRIPL1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ITSN1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IZUMO1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
IZUMO4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
JADE2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
JAK3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
JAKMIP1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
JOSD2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
JPH4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KANK3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KANK4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KAT14,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KAT7,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNA2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNA4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNA7,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNAB2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNC2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNE3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNH1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNH7,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNIP1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNIP2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNIP4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNJ2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNJ5,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNJ8,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNK12,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNK2,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNK6,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNK9,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNMB2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNN1,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNN2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNN3,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNN4,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNQ1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNQ2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNQ5,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNS2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCNT1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCP,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD10,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD12,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD13,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD14,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD16,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD5,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD8,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KCTD9,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KDM1A,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KDM4C,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KDM5D,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KDR,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KHDRBS3,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KHK,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KIF19,NewOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KIF1A,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KIF21A,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KIF23,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
KIF3C,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
