"","PSID","Gene","Module"
"RPL32","RPL32","RPL32","turquoise"
"PEG3","PEG3","PEG3","brown"
"SPTBN1","SPTBN1","SPTBN1","tan"
"BCHE","BCHE","BCHE","brown"
"FLI1","FLI1","FLI1","cyan"
"ADAMTS9","ADAMTS9","ADAMTS9","blue"
"TOB1","TOB1","TOB1","blue"
"CAMKK2","CAMKK2","CAMKK2","midnightblue"
"ODF1","ODF1","ODF1","red"
"HLF","HLF","HLF","tan"
"ATP8B1","ATP8B1","ATP8B1","green"
"LRCH4","LRCH4","LRCH4","blue"
"MLF1","MLF1","MLF1","brown"
"CES2","CES2","CES2","magenta"
"CALCA","CALCA","CALCA","blue"
"SLC6A1","SLC6A1","SLC6A1","red"
"IL18BP","IL18BP","IL18BP","turquoise"
"TRAF6","TRAF6","TRAF6","brown"
"ASCL1","ASCL1","ASCL1","blue"
"KRTAP1-1","KRTAP1-1","KRTAP1-1","turquoise"
"IL9","IL9","IL9","blue"
"AES","AES","AES","turquoise"
"IDH3G","IDH3G","IDH3G","brown"
"RPRM","RPRM","RPRM","brown"
"CDX2","CDX2","CDX2","turquoise"
"GNA15","GNA15","GNA15","yellow"
"HRH4","HRH4","HRH4","blue"
"C14orf1","C14orf1","C14orf1","blue"
"KCNAB1","KCNAB1","KCNAB1","turquoise"
"PITPNC1","PITPNC1","PITPNC1","royalblue"
"QPCT","QPCT","QPCT","turquoise"
"LIPC","LIPC","LIPC","blue"
"NFE2L3","NFE2L3","NFE2L3","red"
"MAB21L2","MAB21L2","MAB21L2","blue"
"CA12","CA12","CA12","purple"
"OFD1","OFD1","OFD1","blue"
"FSCN1","FSCN1","FSCN1","magenta"
"MYL6","MYL6","MYL6","turquoise"
"HOXD12","HOXD12","HOXD12","blue"
"BCAM","BCAM","BCAM","cyan"
"COPZ2","COPZ2","COPZ2","pink"
"CHML","CHML","CHML","turquoise"
"SH3BGR","SH3BGR","SH3BGR","lightcyan"
"IMPA2","IMPA2","IMPA2","blue"
"TCFL5","TCFL5","TCFL5","turquoise"
"IQGAP1","IQGAP1","IQGAP1","blue"
"NEB","NEB","NEB","lightgreen"
"LSP1","LSP1","LSP1","blue"
"DEFA5","DEFA5","DEFA5","blue"
"SLC17A1","SLC17A1","SLC17A1","turquoise"
"SLC2A1","SLC2A1","SLC2A1","cyan"
"RASSF2","RASSF2","RASSF2","red"
"ZNF117","ZNF117","ZNF117","blue"
"GABRA5","GABRA5","GABRA5","midnightblue"
"EGF","EGF","EGF","blue"
"IDS","IDS","IDS","brown"
"PRKCZ","PRKCZ","PRKCZ","turquoise"
"HIPK3","HIPK3","HIPK3","brown"
"CREB5","CREB5","CREB5","red"
"TARBP1","TARBP1","TARBP1","turquoise"
"ARHGDIB","ARHGDIB","ARHGDIB","yellow"
"GZMB","GZMB","GZMB","turquoise"
"TPST2","TPST2","TPST2","cyan"
"SEMG2","SEMG2","SEMG2","brown"
"CRIM1","CRIM1","CRIM1","grey60"
"CD1D","CD1D","CD1D","yellow"
"LAMB1","LAMB1","LAMB1","turquoise"
"CRYGB","CRYGB","CRYGB","turquoise"
"NPPC","NPPC","NPPC","red"
"ATP5G3","ATP5G3","ATP5G3","turquoise"
"TEAD4","TEAD4","TEAD4","cyan"
"CACNB2","CACNB2","CACNB2","blue"
"AGPAT3","AGPAT3","AGPAT3","purple"
"HSPB2","HSPB2","HSPB2","blue"
"FANCC","FANCC","FANCC","blue"
"SLC6A11","SLC6A11","SLC6A11","brown"
"CNN1","CNN1","CNN1","green"
"ROCK2","ROCK2","ROCK2","turquoise"
"MKI67","MKI67","MKI67","turquoise"
"AGT","AGT","AGT","purple"
"FGF1","FGF1","FGF1","red"
"GH2","GH2","GH2","blue"
"CHKB","CHKB","CHKB","blue"
"RTDR1","RTDR1","RTDR1","turquoise"
"KIF5B","KIF5B","KIF5B","blue"
"RRAS2","RRAS2","RRAS2","turquoise"
"PTPRZ1","PTPRZ1","PTPRZ1","royalblue"
"DRD4","DRD4","DRD4","turquoise"
"IDH3B","IDH3B","IDH3B","turquoise"
"SYN3","SYN3","SYN3","turquoise"
"SH3BP4","SH3BP4","SH3BP4","green"
"ARHGEF5","ARHGEF5","ARHGEF5","yellow"
"PROCR","PROCR","PROCR","yellow"
"RELA","RELA","RELA","blue"
"ALB","ALB","ALB","turquoise"
"DPT","DPT","DPT","turquoise"
"PPFIBP1","PPFIBP1","PPFIBP1","pink"
"INHBB","INHBB","INHBB","purple"
"IL24","IL24","IL24","brown"
"CPB2","CPB2","CPB2","turquoise"
"SOCS6","SOCS6","SOCS6","blue"
"STMN3","STMN3","STMN3","brown"
"PDGFRL","PDGFRL","PDGFRL","pink"
"PTMS","PTMS","PTMS","magenta"
"HRH3","HRH3","HRH3","brown"
"SLC2A3","SLC2A3","SLC2A3","black"
"CHL1","CHL1","CHL1","brown"
"BTC","BTC","BTC","blue"
"GRIK1","GRIK1","GRIK1","midnightblue"
"NEDD9","NEDD9","NEDD9","blue"
"TNFRSF17","TNFRSF17","TNFRSF17","red"
"DAB1","DAB1","DAB1","turquoise"
"CDH7","CDH7","CDH7","brown"
"EMILIN1","EMILIN1","EMILIN1","blue"
"CLEC4A","CLEC4A","CLEC4A","blue"
"EPB41L3","EPB41L3","EPB41L3","tan"
"RAB17","RAB17","RAB17","turquoise"
"TAS2R4","TAS2R4","TAS2R4","blue"
"ACVRL1","ACVRL1","ACVRL1","cyan"
"STK17B","STK17B","STK17B","yellow"
"MPO","MPO","MPO","turquoise"
"GAS7","GAS7","GAS7","tan"
"SEZ6L","SEZ6L","SEZ6L","turquoise"
"STAR","STAR","STAR","turquoise"
"GPR143","GPR143","GPR143","royalblue"
"BAZ2A","BAZ2A","BAZ2A","blue"
"ITPR2","ITPR2","ITPR2","blue"
"CD55","CD55","CD55","blue"
"FZD5","FZD5","FZD5","green"
"CD33","CD33","CD33","yellow"
"SPRR3","SPRR3","SPRR3","blue"
"ITGAV","ITGAV","ITGAV","blue"
"CARD9","CARD9","CARD9","yellow"
"ANXA6","ANXA6","ANXA6","lightgreen"
"TOMM20","TOMM20","TOMM20","tan"
"C1QTNF3","C1QTNF3","C1QTNF3","brown"
"ADCY7","ADCY7","ADCY7","midnightblue"
"CCRL2","CCRL2","CCRL2","blue"
"TP53BP2","TP53BP2","TP53BP2","purple"
"PDIA3","PDIA3","PDIA3","turquoise"
"FGF20","FGF20","FGF20","yellow"
"CLDN15","CLDN15","CLDN15","blue"
"IFRD1","IFRD1","IFRD1","blue"
"SFPQ","SFPQ","SFPQ","turquoise"
"MAOA","MAOA","MAOA","purple"
"PZP","PZP","PZP","green"
"ELAVL1","ELAVL1","ELAVL1","blue"
"SERPING1","SERPING1","SERPING1","pink"
"LZTS1","LZTS1","LZTS1","midnightblue"
"CEBPG","CEBPG","CEBPG","blue"
"CSF2RA","CSF2RA","CSF2RA","yellow"
"ST8SIA2","ST8SIA2","ST8SIA2","brown"
"ATP1B3","ATP1B3","ATP1B3","blue"
"NSFL1C","NSFL1C","NSFL1C","blue"
"HEBP2","HEBP2","HEBP2","blue"
"CAPZA2","CAPZA2","CAPZA2","tan"
"ANPEP","ANPEP","ANPEP","blue"
"SLC10A1","SLC10A1","SLC10A1","turquoise"
"PRRX1","PRRX1","PRRX1","blue"
"AR","AR","AR","blue"
"ME3","ME3","ME3","turquoise"
"PTK7","PTK7","PTK7","blue"
"PROM1","PROM1","PROM1","cyan"
"KPNA3","KPNA3","KPNA3","turquoise"
"HPSE","HPSE","HPSE","yellow"
"LAMP1","LAMP1","LAMP1","tan"
"LMO2","LMO2","LMO2","cyan"
"S100A3","S100A3","S100A3","blue"
"ADAM8","ADAM8","ADAM8","green"
"GHITM","GHITM","GHITM","turquoise"
"IL2RA","IL2RA","IL2RA","blue"
"TPR","TPR","TPR","grey60"
"RUNX3","RUNX3","RUNX3","blue"
"EML2","EML2","EML2","turquoise"
"SRD5A2","SRD5A2","SRD5A2","blue"
"OPTN","OPTN","OPTN","turquoise"
"PIK3CG","PIK3CG","PIK3CG","yellow"
"PRLR","PRLR","PRLR","turquoise"
"RABEP1","RABEP1","RABEP1","turquoise"
"MAGEB1","MAGEB1","MAGEB1","turquoise"
"MR1","MR1","MR1","turquoise"
"GRIN2C","GRIN2C","GRIN2C","royalblue"
"FBXO2","FBXO2","FBXO2","blue"
"MYB","MYB","MYB","turquoise"
"CCR9","CCR9","CCR9","pink"
"KCNS3","KCNS3","KCNS3","turquoise"
"GLUD1","GLUD1","GLUD1","royalblue"
"HRSP12","HRSP12","HRSP12","purple"
"TGFBR1","TGFBR1","TGFBR1","yellow"
"ROM1","ROM1","ROM1","blue"
"RREB1","RREB1","RREB1","blue"
"SREBF1","SREBF1","SREBF1","greenyellow"
"DDR2","DDR2","DDR2","blue"
"NGB","NGB","NGB","brown"
"NASP","NASP","NASP","green"
"COL5A2","COL5A2","COL5A2","turquoise"
"OGG1","OGG1","OGG1","turquoise"
"NCOA2","NCOA2","NCOA2","tan"
"CRYGD","CRYGD","CRYGD","brown"
"ALDH8A1","ALDH8A1","ALDH8A1","yellow"
"BCAR3","BCAR3","BCAR3","purple"
"MYCN","MYCN","MYCN","red"
"PAK1","PAK1","PAK1","tan"
"ETS2","ETS2","ETS2","turquoise"
"LILRA3","LILRA3","LILRA3","turquoise"
"APOL5","APOL5","APOL5","turquoise"
"SLC19A3","SLC19A3","SLC19A3","blue"
"TCF12","TCF12","TCF12","blue"
"RAD54L","RAD54L","RAD54L","blue"
"EFNB1","EFNB1","EFNB1","lightcyan"
"KLRD1","KLRD1","KLRD1","turquoise"
"PARK7","PARK7","PARK7","darkred"
"ITPR1","ITPR1","ITPR1","blue"
"ABLIM1","ABLIM1","ABLIM1","purple"
"TULP4","TULP4","TULP4","black"
"SOX4","SOX4","SOX4","turquoise"
"TPSG1","TPSG1","TPSG1","green"
"PSAP","PSAP","PSAP","turquoise"
"NR2F1","NR2F1","NR2F1","purple"
"GIP","GIP","GIP","blue"
"PLXNB1","PLXNB1","PLXNB1","blue"
"EIF4A2","EIF4A2","EIF4A2","tan"
"ABCB1","ABCB1","ABCB1","cyan"
"RAMP3","RAMP3","RAMP3","cyan"
"UBB","UBB","UBB","turquoise"
"CDH1","CDH1","CDH1","green"
"SULT1C2","SULT1C2","SULT1C2","purple"
"CLIC4","CLIC4","CLIC4","salmon"
"SGCG","SGCG","SGCG","turquoise"
"CACNA2D3","CACNA2D3","CACNA2D3","brown"
"PRSS12","PRSS12","PRSS12","turquoise"
"CCRN4L","CCRN4L","CCRN4L","brown"
"UTS2","UTS2","UTS2","blue"
"PRSS3","PRSS3","PRSS3","turquoise"
"PPIC","PPIC","PPIC","blue"
"SEPT7","SEPT7","SEPT7","turquoise"
"NFAT5","NFAT5","NFAT5","blue"
"PCDHA1","PCDHA1","PCDHA1","turquoise"
"BTNL2","BTNL2","BTNL2","blue"
"SLC2A6","SLC2A6","SLC2A6","lightgreen"
"SLC7A5","SLC7A5","SLC7A5","cyan"
"DSC2","DSC2","DSC2","blue"
"PITX2","PITX2","PITX2","turquoise"
"HPN","HPN","HPN","red"
"SLC15A2","SLC15A2","SLC15A2","purple"
"UPP1","UPP1","UPP1","blue"
"GPR32","GPR32","GPR32","blue"
"ADAM2","ADAM2","ADAM2","turquoise"
"SLC16A8","SLC16A8","SLC16A8","red"
"CCT6B","CCT6B","CCT6B","turquoise"
"TFCP2L1","TFCP2L1","TFCP2L1","brown"
"MYO1E","MYO1E","MYO1E","green"
"FXYD5","FXYD5","FXYD5","blue"
"B3GNT1","B3GNT1","B3GNT1","brown"
"CALCRL","CALCRL","CALCRL","blue"
"PFKFB3","PFKFB3","PFKFB3","blue"
"SULT2B1","SULT2B1","SULT2B1","turquoise"
"PDGFRB","PDGFRB","PDGFRB","cyan"
"KCNN2","KCNN2","KCNN2","brown"
"MLF2","MLF2","MLF2","magenta"
"C8B","C8B","C8B","blue"
"STIP1","STIP1","STIP1","lightcyan"
"LTC4S","LTC4S","LTC4S","turquoise"
"AFF1","AFF1","AFF1","blue"
"PPP1R15A","PPP1R15A","PPP1R15A","brown"
"HIST1H2BC","HIST1H2BC","HIST1H2BC","yellow"
"CACNA2D2","CACNA2D2","CACNA2D2","lightgreen"
"FRK","FRK","FRK","turquoise"
"SNTB1","SNTB1","SNTB1","purple"
"EEF2","EEF2","EEF2","magenta"
"ATP2B3","ATP2B3","ATP2B3","lightgreen"
"MNDA","MNDA","MNDA","yellow"
"HTR3B","HTR3B","HTR3B","blue"
"LAIR2","LAIR2","LAIR2","blue"
"WFDC1","WFDC1","WFDC1","turquoise"
"SQLE","SQLE","SQLE","red"
"SNCAIP","SNCAIP","SNCAIP","pink"
"TRIM10","TRIM10","TRIM10","blue"
"CNOT3","CNOT3","CNOT3","magenta"
"ABCB9","ABCB9","ABCB9","brown"
"STX1A","STX1A","STX1A","midnightblue"
"NR1H3","NR1H3","NR1H3","yellow"
"GTF3C4","GTF3C4","GTF3C4","turquoise"
"HOOK1","HOOK1","HOOK1","brown"
"IL2RG","IL2RG","IL2RG","turquoise"
"USP11","USP11","USP11","darkred"
"NPPB","NPPB","NPPB","turquoise"
"LYN","LYN","LYN","yellow"
"SEMA4D","SEMA4D","SEMA4D","green"
"ACSM3","ACSM3","ACSM3","blue"
"ASGR2","ASGR2","ASGR2","turquoise"
"ANK3","ANK3","ANK3","midnightblue"
"SFTPC","SFTPC","SFTPC","green"
"RPS18","RPS18","RPS18","black"
"LRRC17","LRRC17","LRRC17","pink"
"TNPO1","TNPO1","TNPO1","lightcyan"
"CTSZ","CTSZ","CTSZ","yellow"
"MASP1","MASP1","MASP1","purple"
"GABRA3","GABRA3","GABRA3","brown"
"HIST1H2BO","HIST1H2BO","HIST1H2BO","blue"
"PBXIP1","PBXIP1","PBXIP1","purple"
"IGF1R","IGF1R","IGF1R","salmon"
"ATP2B2","ATP2B2","ATP2B2","turquoise"
"OPHN1","OPHN1","OPHN1","green"
"ZNF83","ZNF83","ZNF83","green"
"KCNF1","KCNF1","KCNF1","midnightblue"
"NOX3","NOX3","NOX3","blue"
"HBE1","HBE1","HBE1","turquoise"
"FLNC","FLNC","FLNC","red"
"BMX","BMX","BMX","blue"
"JAM2","JAM2","JAM2","pink"
"RAB40B","RAB40B","RAB40B","red"
"DICER1","DICER1","DICER1","blue"
"PRKCG","PRKCG","PRKCG","magenta"
"PTPN9","PTPN9","PTPN9","magenta"
"NTN1","NTN1","NTN1","brown"
"TRIM49","TRIM49","TRIM49","green"
"EFNA1","EFNA1","EFNA1","salmon"
"HINT1","HINT1","HINT1","turquoise"
"KCNN4","KCNN4","KCNN4","brown"
"PTP4A1","PTP4A1","PTP4A1","tan"
"NME5","NME5","NME5","turquoise"
"MSN","MSN","MSN","yellow"
"KCNB1","KCNB1","KCNB1","brown"
"SCN8A","SCN8A","SCN8A","tan"
"NKTR","NKTR","NKTR","grey60"
"ATN1","ATN1","ATN1","turquoise"
"SCUBE2","SCUBE2","SCUBE2","turquoise"
"ATP6V0C","ATP6V0C","ATP6V0C","magenta"
"WDR4","WDR4","WDR4","red"
"BUB1B","BUB1B","BUB1B","blue"
"HBS1L","HBS1L","HBS1L","turquoise"
"HRH1","HRH1","HRH1","midnightblue"
"MFI2","MFI2","MFI2","turquoise"
"KIF3A","KIF3A","KIF3A","turquoise"
"EIF5A2","EIF5A2","EIF5A2","brown"
"GOLGA7","GOLGA7","GOLGA7","turquoise"
"PTHLH","PTHLH","PTHLH","turquoise"
"CYP2E1","CYP2E1","CYP2E1","brown"
"IQGAP2","IQGAP2","IQGAP2","pink"
"SLC26A4","SLC26A4","SLC26A4","brown"
"SEC14L1","SEC14L1","SEC14L1","blue"
"SH3BGRL3","SH3BGRL3","SH3BGRL3","greenyellow"
"PTPN4","PTPN4","PTPN4","turquoise"
"SLC29A1","SLC29A1","SLC29A1","magenta"
"KLRC1","KLRC1","KLRC1","turquoise"
"TIAM1","TIAM1","TIAM1","turquoise"
"PAK3","PAK3","PAK3","turquoise"
"CA5B","CA5B","CA5B","green"
"PERP","PERP","PERP","blue"
"PSMB8","PSMB8","PSMB8","yellow"
"GRB7","GRB7","GRB7","brown"
"PAQR4","PAQR4","PAQR4","red"
"CHST2","CHST2","CHST2","red"
"NCK2","NCK2","NCK2","turquoise"
"SERPINE1","SERPINE1","SERPINE1","turquoise"
"GLRB","GLRB","GLRB","turquoise"
"CAV3","CAV3","CAV3","blue"
"AVPR1B","AVPR1B","AVPR1B","turquoise"
"MTMR4","MTMR4","MTMR4","tan"
"PLA2G1B","PLA2G1B","PLA2G1B","turquoise"
"SMURF2","SMURF2","SMURF2","lightcyan"
"CTRB1","CTRB1","CTRB1","blue"
"CD2","CD2","CD2","cyan"
"IL7R","IL7R","IL7R","turquoise"
"LIPE","LIPE","LIPE","red"
"PLEK2","PLEK2","PLEK2","blue"
"AASS","AASS","AASS","blue"
"CASP5","CASP5","CASP5","yellow"
"GLI3","GLI3","GLI3","royalblue"
"SNTG2","SNTG2","SNTG2","turquoise"
"PTPRN2","PTPRN2","PTPRN2","turquoise"
"RAB31","RAB31","RAB31","royalblue"
"KCNIP1","KCNIP1","KCNIP1","tan"
"PLAUR","PLAUR","PLAUR","yellow"
"LMO7","LMO7","LMO7","red"
"GJA5","GJA5","GJA5","blue"
"BFSP1","BFSP1","BFSP1","brown"
"AK1","AK1","AK1","turquoise"
"FBLN2","FBLN2","FBLN2","pink"
"INPP4A","INPP4A","INPP4A","brown"
"MKRN3","MKRN3","MKRN3","turquoise"
"RBP1","RBP1","RBP1","turquoise"
"MMP25","MMP25","MMP25","turquoise"
"NEU2","NEU2","NEU2","blue"
"TSPAN12","TSPAN12","TSPAN12","blue"
"ATM","ATM","ATM","green"
"GABRA4","GABRA4","GABRA4","midnightblue"
"PSPH","PSPH","PSPH","turquoise"
"KCNA4","KCNA4","KCNA4","turquoise"
"PFN1","PFN1","PFN1","greenyellow"
"H2AFZ","H2AFZ","H2AFZ","black"
"SLC44A4","SLC44A4","SLC44A4","turquoise"
"HLA-DOB","HLA-DOB","HLA-DOB","blue"
"APOBEC3G","APOBEC3G","APOBEC3G","grey60"
"GMPR","GMPR","GMPR","purple"
"PIM1","PIM1","PIM1","yellow"
"HSD17B7","HSD17B7","HSD17B7","green"
"LIN7B","LIN7B","LIN7B","brown"
"BSG","BSG","BSG","greenyellow"
"NDST3","NDST3","NDST3","brown"
"IL26","IL26","IL26","turquoise"
"EPAS1","EPAS1","EPAS1","turquoise"
"CD82","CD82","CD82","blue"
"OAZ1","OAZ1","OAZ1","black"
"ACSL1","ACSL1","ACSL1","yellow"
"GFRA1","GFRA1","GFRA1","brown"
"MSH5","MSH5","MSH5","turquoise"
"FOXF2","FOXF2","FOXF2","cyan"
"LXN","LXN","LXN","turquoise"
"CCNT1","CCNT1","CCNT1","brown"
"HMGCR","HMGCR","HMGCR","turquoise"
"CR2","CR2","CR2","brown"
"GP6","GP6","GP6","turquoise"
"JRKL","JRKL","JRKL","salmon"
"LEF1","LEF1","LEF1","cyan"
"HOXC10","HOXC10","HOXC10","blue"
"MAPK8","MAPK8","MAPK8","tan"
"RFXAP","RFXAP","RFXAP","blue"
"STAG2","STAG2","STAG2","blue"
"GSTZ1","GSTZ1","GSTZ1","turquoise"
"RHBG","RHBG","RHBG","blue"
"P2RX3","P2RX3","P2RX3","turquoise"
"ALDH3B1","ALDH3B1","ALDH3B1","turquoise"
"ACP6","ACP6","ACP6","blue"
"CD6","CD6","CD6","brown"
"TSPAN7","TSPAN7","TSPAN7","black"
"CASQ2","CASQ2","CASQ2","blue"
"GNA14","GNA14","GNA14","purple"
"NT5E","NT5E","NT5E","turquoise"
"SPTBN2","SPTBN2","SPTBN2","lightgreen"
"SLC34A2","SLC34A2","SLC34A2","brown"
"UQCRH","UQCRH","UQCRH","black"
"SLC6A12","SLC6A12","SLC6A12","cyan"
"NOS3","NOS3","NOS3","cyan"
"LAMA4","LAMA4","LAMA4","pink"
"IRS1","IRS1","IRS1","lightcyan"
"AGPAT4","AGPAT4","AGPAT4","red"
"DOK1","DOK1","DOK1","blue"
"GSTM4","GSTM4","GSTM4","green"
"RPL10","RPL10","RPL10","turquoise"
"KRAS","KRAS","KRAS","turquoise"
"CCR10","CCR10","CCR10","turquoise"
"TSHR","TSHR","TSHR","turquoise"
"PC","PC","PC","turquoise"
"DHRS3","DHRS3","DHRS3","purple"
"NDRG2","NDRG2","NDRG2","royalblue"
"PEBP1","PEBP1","PEBP1","turquoise"
"PFDN2","PFDN2","PFDN2","turquoise"
"PDE2A","PDE2A","PDE2A","brown"
"FZD3","FZD3","FZD3","turquoise"
"ACTR2","ACTR2","ACTR2","tan"
"SOX17","SOX17","SOX17","cyan"
"SLC10A2","SLC10A2","SLC10A2","turquoise"
"DNTTIP2","DNTTIP2","DNTTIP2","blue"
"APP","APP","APP","turquoise"
"XK","XK","XK","brown"
"SSFA2","SSFA2","SSFA2","blue"
"PHGDH","PHGDH","PHGDH","green"
"PAPSS2","PAPSS2","PAPSS2","salmon"
"LY75","LY75","LY75","blue"
"IRAK3","IRAK3","IRAK3","yellow"
"CA7","CA7","CA7","turquoise"
"CBLC","CBLC","CBLC","turquoise"
"ITGB1BP2","ITGB1BP2","ITGB1BP2","cyan"
"SQRDL","SQRDL","SQRDL","yellow"
"SLC6A6","SLC6A6","SLC6A6","green"
"SCAMP1","SCAMP1","SCAMP1","grey60"
"UCP3","UCP3","UCP3","blue"
"STMN1","STMN1","STMN1","turquoise"
"PDE6H","PDE6H","PDE6H","turquoise"
"CASP4","CASP4","CASP4","yellow"
"PLA2G4C","PLA2G4C","PLA2G4C","red"
"CTAGE5","CTAGE5","CTAGE5","blue"
"TCEB3B","TCEB3B","TCEB3B","red"
"TLE2","TLE2","TLE2","blue"
"TRIM36","TRIM36","TRIM36","brown"
"CPNE6","CPNE6","CPNE6","turquoise"
"APCS","APCS","APCS","turquoise"
"PMM2","PMM2","PMM2","red"
"PCOLCE2","PCOLCE2","PCOLCE2","pink"
"RASA2","RASA2","RASA2","blue"
"SELENBP1","SELENBP1","SELENBP1","purple"
"BSN","BSN","BSN","brown"
"RPL27","RPL27","RPL27","turquoise"
"SPIB","SPIB","SPIB","red"
"LGALS7","LGALS7","LGALS7","turquoise"
"HTR1D","HTR1D","HTR1D","brown"
"KCNA3","KCNA3","KCNA3","turquoise"
"KCNK13","KCNK13","KCNK13","yellow"
"TJP3","TJP3","TJP3","blue"
"ALPL","ALPL","ALPL","green"
"DARS","DARS","DARS","turquoise"
"PSG1","PSG1","PSG1","blue"
"DNASE1L2","DNASE1L2","DNASE1L2","blue"
"NPC1","NPC1","NPC1","red"
"SALL1","SALL1","SALL1","salmon"
"CCKBR","CCKBR","CCKBR","midnightblue"
"GTF2I","GTF2I","GTF2I","red"
"KHSRP","KHSRP","KHSRP","magenta"
"ST8SIA5","ST8SIA5","ST8SIA5","turquoise"
"NIT2","NIT2","NIT2","turquoise"
"SPAG4","SPAG4","SPAG4","turquoise"
"CA8","CA8","CA8","purple"
"FKBP11","FKBP11","FKBP11","blue"
"PLAU","PLAU","PLAU","pink"
"CD97","CD97","CD97","red"
"CUZD1","CUZD1","CUZD1","blue"
"HK1","HK1","HK1","brown"
"SLC15A3","SLC15A3","SLC15A3","yellow"
"PPIB","PPIB","PPIB","lightcyan"
"TNFAIP8","TNFAIP8","TNFAIP8","pink"
"UTP20","UTP20","UTP20","blue"
"BLVRA","BLVRA","BLVRA","turquoise"
"HIST1H2BH","HIST1H2BH","HIST1H2BH","yellow"
"SLC4A2","SLC4A2","SLC4A2","green"
"ELL2","ELL2","ELL2","blue"
"HYAL4","HYAL4","HYAL4","turquoise"
"SLC25A12","SLC25A12","SLC25A12","brown"
"DRD2","DRD2","DRD2","lightgreen"
"RGS7","RGS7","RGS7","brown"
"PTTG1","PTTG1","PTTG1","turquoise"
"CALD1","CALD1","CALD1","blue"
"CCNA1","CCNA1","CCNA1","brown"
"HBQ1","HBQ1","HBQ1","turquoise"
"PURA","PURA","PURA","black"
"ELF4","ELF4","ELF4","yellow"
"GRIN2A","GRIN2A","GRIN2A","tan"
"NUDT3","NUDT3","NUDT3","blue"
"MARCH6","MARCH6","MARCH6","blue"
"OSMR","OSMR","OSMR","blue"
"TRAM2","TRAM2","TRAM2","cyan"
"FOSL2","FOSL2","FOSL2","darkred"
"ATF3","ATF3","ATF3","brown"
"NPAS3","NPAS3","NPAS3","salmon"
"RP2","RP2","RP2","blue"
"RORB","RORB","RORB","turquoise"
"LHX6","LHX6","LHX6","midnightblue"
"SERINC3","SERINC3","SERINC3","grey60"
"CRISP2","CRISP2","CRISP2","yellow"
"MLN","MLN","MLN","blue"
"CBX4","CBX4","CBX4","magenta"
"NKG7","NKG7","NKG7","yellow"
"EIF4B","EIF4B","EIF4B","green"
"PLXDC1","PLXDC1","PLXDC1","turquoise"
"HMGA1","HMGA1","HMGA1","turquoise"
"CDC42EP3","CDC42EP3","CDC42EP3","tan"
"YAP1","YAP1","YAP1","blue"
"BTK","BTK","BTK","yellow"
"SLC2A4RG","SLC2A4RG","SLC2A4RG","greenyellow"
"HMGN2","HMGN2","HMGN2","turquoise"
"ADAMTS8","ADAMTS8","ADAMTS8","turquoise"
"TUSC3","TUSC3","TUSC3","turquoise"
"BAMBI","BAMBI","BAMBI","pink"
"ACADSB","ACADSB","ACADSB","turquoise"
"GPR35","GPR35","GPR35","turquoise"
"SNAI1","SNAI1","SNAI1","blue"
"RPS28","RPS28","RPS28","darkred"
"PTPN13","PTPN13","PTPN13","blue"
"AMFR","AMFR","AMFR","magenta"
"IGF2BP2","IGF2BP2","IGF2BP2","blue"
"CHRNB3","CHRNB3","CHRNB3","lightgreen"
"ACAA2","ACAA2","ACAA2","purple"
"CHRNA6","CHRNA6","CHRNA6","lightgreen"
"CARHSP1","CARHSP1","CARHSP1","blue"
"LGALS9","LGALS9","LGALS9","yellow"
"ATP2B1","ATP2B1","ATP2B1","tan"
"CUTA","CUTA","CUTA","darkred"
"GABRB3","GABRB3","GABRB3","turquoise"
"ENTPD3","ENTPD3","ENTPD3","turquoise"
"PLP2","PLP2","PLP2","blue"
"ARHGEF16","ARHGEF16","ARHGEF16","pink"
"SMAD7","SMAD7","SMAD7","salmon"
"SEZ6L2","SEZ6L2","SEZ6L2","brown"
"HOXB6","HOXB6","HOXB6","blue"
"CYCS","CYCS","CYCS","midnightblue"
"CDH3","CDH3","CDH3","blue"
"HOXA3","HOXA3","HOXA3","brown"
"ANK2","ANK2","ANK2","tan"
"BMP8B","BMP8B","BMP8B","turquoise"
"IL6ST","IL6ST","IL6ST","blue"
"PDE1B","PDE1B","PDE1B","brown"
"NLK","NLK","NLK","tan"
"LEPROT","LEPROT","LEPROT","blue"
"DSC1","DSC1","DSC1","blue"
"LIMS1","LIMS1","LIMS1","yellow"
"IGFBP6","IGFBP6","IGFBP6","pink"
"TNFRSF10B","TNFRSF10B","TNFRSF10B","blue"
"HRC","HRC","HRC","green"
"BPGM","BPGM","BPGM","turquoise"
"SPR","SPR","SPR","lightcyan"
"TSPAN3","TSPAN3","TSPAN3","darkred"
"BHMT2","BHMT2","BHMT2","pink"
"PER2","PER2","PER2","turquoise"
"MX1","MX1","MX1","turquoise"
"ENO2","ENO2","ENO2","brown"
"TM7SF2","TM7SF2","TM7SF2","turquoise"
"VASP","VASP","VASP","blue"
"RBP4","RBP4","RBP4","midnightblue"
"PCBP2","PCBP2","PCBP2","blue"
"PPL","PPL","PPL","turquoise"
"DUSP10","DUSP10","DUSP10","red"
"RNF13","RNF13","RNF13","grey60"
"DYNLT3","DYNLT3","DYNLT3","brown"
"ANKRD11","ANKRD11","ANKRD11","blue"
"SYT17","SYT17","SYT17","lightgreen"
"CMKLR1","CMKLR1","CMKLR1","turquoise"
