"","neuronBYo","AveExpr","F","P.Value","adj.P.Val"
"Abr",0.704376726453949,2.79663099415744,1.13349696544845,0.295908059385721,0.619452497898402
"Slc16a9",-0.52417812712815,0.533417865568125,1.13327956865698,0.295953495684704,0.61948899470458
"Minos1",0.387581873524125,4.3330223893646,1.13313253356616,0.295984231526829,0.619494716562728
"Tcaf2",0.580497950743867,0.604494774197134,1.13227971755929,0.296162585740335,0.619809373222347
"Sh3d21",0.703361198785918,0.997707250308387,1.13192251408299,0.296237332178376,0.619820530497267
"Dhrs13",1.02647751490522,2.47839285456989,1.13186540091528,0.296249285692352,0.619820530497267
"Dusp5",0.947916466561253,2.80162055274377,1.13185258512697,0.29625196806392,0.619820530497267
"Idh3g",0.547119232584011,6.63573018702695,1.13156974458551,0.296311175410056,0.619870647348151
"Hist1h1e",-1.04521964910201,3.28620037346821,1.13147046865046,0.296331960690415,0.619870647348151
"3110045C21Rik",-0.524226896911346,0.83386480956863,1.13126709742547,0.296374546328864,0.619901114534695
"Gm14154",0.343039252289296,0.471410677173688,1.13111480988548,0.296406440447706,0.619909215544016
"Yipf5",0.524175508717785,4.64676007022705,1.13080254416566,0.296471853642221,0.61998741073134
"Rhbdd2",0.666639777808447,3.37317280517945,1.1305277706033,0.29652942888971,0.619988658105806
"Gm6311",0.426445429015455,0.434742473443967,1.13040456644146,0.296555249558492,0.619988658105806
"Trbj2-3",-1.07921769417413,0.587886334141151,1.13039848585301,0.296556523982988,0.619988658105806
"Pprc1",0.684992212810942,3.18161712674177,1.13009773399068,0.296619567360073,0.620018139576349
"Mthfs",0.228316771736493,0.688517995786525,1.13006381938246,0.296626677633055,0.620018139576349
"Ubr4",0.449137678680685,2.68988078043189,1.12945286956757,0.296754803463012,0.620178340944417
"Fbxl8",-0.585197152542364,2.54240212773249,1.12930771047275,0.296785256443964,0.620178340944417
"Gm10282",0.677753299323893,3.9848844087958,1.12929739765565,0.296787420131923,0.620178340944417
"Atp1b2",1.62019693695499,4.08127936736962,1.12874100534046,0.296904185538765,0.620314526017032
"9030624J02Rik",0.361324728204555,2.62724235186199,1.12862808462711,0.296927890727133,0.620314526017032
"Gm26058",0.468616900794228,0.194021438308873,1.12858607772794,0.296936709782596,0.620314526017032
"Gm11545",-1.0454144203802,1.01509995342632,1.12825934059959,0.297005317864817,0.620399267975012
"Emg1",0.428416589196358,4.52899975848548,1.12783998650567,0.297093404523578,0.620514852766337
"A730020M07Rik",-0.424831506700997,0.351756346445085,1.12772887880751,0.297116748874646,0.620514852766337
"Ndufc2",0.424620726622203,6.00086359832297,1.1270168436785,0.297266409424555,0.620722431340912
"Irf2",0.580320454566998,3.03828965544222,1.12698902858013,0.297272257833791,0.620722431340912
"Pkn3",-0.666711804367895,1.05007259865033,1.12650736842542,0.297373556108397,0.620785318202571
"Nup214",0.419601032019243,2.08755768919169,1.12627644488836,0.29742213809155,0.620785318202571
"Tinagl1",-0.914959959199849,0.976982234424288,1.12624187798872,0.297429411228431,0.620785318202571
"Ager",0.803055204185517,1.82360384090807,1.12619113322609,0.297440088738888,0.620785318202571
"Nf2",0.443620659827785,2.85275694197285,1.12617882653114,0.297442678341421,0.620785318202571
"Gm15559",0.326507383710386,0.735811704873776,1.12569227090991,0.297545084531622,0.620940468360821
"Med9",0.380354105096371,3.57895188062344,1.12491661664655,0.297708434901284,0.621222760358526
"Fbn1",0.380728894220708,0.416299053674688,1.12447503415962,0.297801484145581,0.621335887589983
"Aqp4",1.81954479774414,2.30263864025204,1.12421214103084,0.297856898774256,0.621335887589983
"Ccr7",-1.33792703967062,1.28105520708058,1.12416667082764,0.297866484725282,0.621335887589983
"Ncln",-0.445571274388974,6.35605034721905,1.12412632406914,0.29787499090446,0.621335887589983
"Sar1a",0.411077916432308,6.22999600442125,1.12377102042671,0.297949912416832,0.621433573338134
"Slc41a1",-0.745336758741707,3.48545470307796,1.12351765940838,0.298003353011955,0.621465867543666
"Cxcl1",1.74880148554868,3.35225219139533,1.1234312648651,0.298021578844223,0.621465867543666
"Imp4",0.428008741189156,4.5200365050104,1.12215816539081,0.298290324746518,0.621967658281547
"Gbp2",-1.00902997981632,2.75105085710503,1.12195036871856,0.298334220391882,0.622000561467309
"Taf6l",-0.392692402086817,4.82393056541229,1.12174598411249,0.298377403658249,0.622019170062832
"Ccr1",-1.68938075448651,4.60312288508661,1.12162024438245,0.298403974632489,0.622019170062832
"Gm36298",0.762036663317179,2.16335239071605,1.12145319841005,0.298439279205658,0.622019170062832
"AC113178.1",0.581868918795399,2.08077354617959,1.12137593060619,0.298455611364506,0.622019170062832
"Gm34248",0.80319349926594,0.947695371599337,1.12076795155369,0.298584161963081,0.622228467888965
"Gm11878",0.573354953588668,2.53011843431984,1.12058582474598,0.298622685071683,0.622250132979263
"Prss23",-0.746498542606818,0.847990767569207,1.12042240522404,0.298657256890674,0.622263561329101
"Letm1",0.403712933006914,3.442758610903,1.11922708295802,0.298910292687236,0.622701547014962
"Hip1r",1.08050530101131,3.07651915874106,1.11916348365915,0.298923763924373,0.622701547014962
"Pabpc4l",-0.661262381581061,0.691727814573482,1.11870567257519,0.299020758720525,0.62279471846689
"Rnpepl1",-0.521227465816527,5.24412860235597,1.11861847895176,0.299039236878669,0.62279471846689
"Dok7",0.51988527505173,0.851938095400323,1.11855380023123,0.299052944640138,0.62279471846689
"Xpo5",0.538218911947618,2.64851556585494,1.11831287669673,0.299104012429551,0.622794934054053
"Anks1b",0.598388602874856,0.67525698536887,1.11828769352393,0.299109351097243,0.622794934054053
"Sf3a2",0.412420200780644,4.80899418008343,1.11747970630572,0.299280706561237,0.623074552321293
"Kntc1",-0.399352388962208,0.707896395419785,1.11738890592768,0.299299971410676,0.623074552321293
"Tmem138",0.588685866145492,2.80758642067408,1.11713844432886,0.299353119686386,0.62312655879017
"Hyls1",0.576032954905604,1.13307432051097,1.11624214766129,0.2995434181656,0.623464017318427
"Gpr37l1",-1.86223090741777,3.93815963953224,1.11586238064623,0.299624097605016,0.62357327481804
"Gm9430",-0.574631804101467,0.626390982018325,1.11565502814398,0.299668160754071,0.623606313645217
"Tle3",-0.469373567523476,3.44198314672968,1.11541115555898,0.299719995616109,0.623655517589839
"Hnrnpul1",0.404610211497638,4.87176085956426,1.11516385219642,0.29977257190401,0.623706254888781
"Zfp598",0.45940222803833,4.06042965421005,1.11455903541766,0.299901206819983,0.623915215203921
"Slco2b1",-2.4172609549421,2.47073962914897,1.11439760399837,0.299935553170955,0.623927996502214
"Fdxr",0.753072294422173,3.64373026972452,1.11403726499163,0.300012238288667,0.624028840509606
"Gm8817",-0.502864935441407,0.482772995264403,1.11354660129395,0.300116700382209,0.624155805564052
"Etnk2",0.794839121966609,0.927044898736402,1.11342306184316,0.3001430095295,0.624155805564052
"Zdhhc18",0.561334816494955,2.73033892493954,1.11335306374671,0.300157917795776,0.624155805564052
"Nenf",0.601488599118938,4.76399156799151,1.11286082275682,0.300262783708013,0.624315184583869
"Rictor",0.792456017991108,2.49721252773276,1.11241847222711,0.300357062798059,0.624452523285544
"Gm5455",-0.671115845862243,1.83792331068911,1.11148028484087,0.300557151478119,0.624777332246189
"Rpl14",-0.645095363532961,8.29509383061379,1.11142111978046,0.300569775667685,0.624777332246189
"Eif1",0.471763029218021,10.1296238562218,1.11085395548329,0.300690828799109,0.624970237271954
"Gm43857",0.397774023822852,0.52912376513282,1.1105790124895,0.300749534893291,0.624983608745546
"Ifitm7",0.611179654767362,0.633329771219741,1.11055921345339,0.300753762993495,0.624983608745546
"Gm5997",-0.39483779653106,0.923969112619426,1.11023938606343,0.30082207339271,0.625066847907103
"AC115005.1",0.80650402763859,0.575957106253096,1.10993800973159,0.300886461885297,0.62514192301732
"Dffa",0.403028035449748,3.18796506888397,1.10976704652925,0.300922996039279,0.6251584123668
"Gm43013",0.373755257218007,0.173703655280371,1.10960690010548,0.300957224066356,0.6251584123668
"Slc10a1",0.57403436709319,1.19938553671173,1.10950421679109,0.300979173263969,0.6251584123668
"Proser2",-0.814885132023249,0.821380085152273,1.10926537913345,0.3010302345725,0.625205771634193
"Mertk",-1.6238099511084,1.90277780801812,1.10861271916694,0.301169826346189,0.625377866004512
"Gm5558",0.520863523079978,0.406350080824399,1.10854913233916,0.301183431003905,0.625377866004512
"Ahsa1",0.47893957403513,5.38113543615962,1.10834833599933,0.301226397580154,0.625377866004512
"Eif3a",0.715680612953811,5.16826792331197,1.10824375818755,0.301248778475422,0.625377866004512
"Opn1sw",-0.29571353342754,0.365623701689314,1.10821731785305,0.301254437373326,0.625377866004512
"Gm5626",0.318201786847175,2.52315512381942,1.10772248477313,0.301360370334054,0.62553907608372
"Fam105a",1.40204839870916,3.56177121581799,1.10725019800624,0.301461523057092,0.625690334420868
"Ctsb",-0.749398347179713,8.97990521674529,1.10694244459794,0.301527461022451,0.625759963065739
"Mir23a",1.98114491443357,2.54872016260285,1.10676156910633,0.301566223647557,0.625759963065739
"Uspl1",0.488632559005701,3.108376024725,1.10669763323758,0.301579927053605,0.625759963065739
"Oxld1",0.349677797563035,4.43639508997528,1.10632757046109,0.301659259143454,0.625865871708772
"B230112J18Rik",-0.426565986939412,0.36594674329385,1.10598098599501,0.30173358337837,0.625961371444082
"Il12rb1",-0.740501531988077,0.641230581942763,1.10542467911696,0.301852933292258,0.626150252529266
"Bpgm",-0.84668574350815,3.43777095371191,1.10480957669145,0.301984970676509,0.626365414051792
"Hmgn1",1.01386570699402,6.22821490433866,1.10461250798712,0.302027289618645,0.626394462194927
"Snhg7",-0.408833230407083,0.163533292162833,1.10424654230284,0.302105898889525,0.626469506683847
"Gm10146",0.384664503161957,3.97222212953943,1.10410514646203,0.302136277983124,0.626469506683847
"Vps13c",0.724418227352013,1.52451034059904,1.10404860863317,0.302148426357937,0.626469506683847
"Gbp11",-0.467423195594932,0.337778628489072,1.10358530922156,0.302248000868277,0.626617235798791
"Gm23814",-0.424544501341952,0.169817800536781,1.10300146235372,0.302373546529885,0.626818775288666
"Gm5518",0.570057866939989,1.14551358706223,1.10278076344291,0.302421021989377,0.626858453056402
"Gm26640",0.311056395275774,0.282089174903666,1.10131430018261,0.302736732420617,0.627454068890885
"Trem2",-2.27280146283689,4.49382301696522,1.1011316072852,0.302776094708791,0.627476865877525
"Tpr",0.80862472533331,3.12473801093992,1.10059167809474,0.302892465754284,0.627631281343141
"2010107E04Rik",0.420804886694803,6.66849732151634,1.10052266309467,0.302907344885446,0.627631281343141
"Rom1",-0.563975820540911,3.61833271289027,1.10014294940584,0.302989225890664,0.627742146879487
"Akr7a5",-0.339473783121398,4.40879909615528,1.09992991914309,0.303035176454874,0.627778556860304
"Cdk17",0.606452495255428,2.5489251651357,1.09959339286526,0.303107784082052,0.627870178581202
"Reep4",-0.569663469451342,4.36578974150664,1.09936850425481,0.303156318173641,0.627911920883388
"Mif",0.619329309985996,8.45067794475503,1.09870305799782,0.3032999916908,0.628150694268448
"Dlk1",0.685243895253616,0.409845513022844,1.09787616330428,0.303478649876051,0.62840814678926
"Arhgap30",-1.06490414007127,3.3711436674436,1.09786477235836,0.303481111978324,0.62840814678926
"Sema4d",-1.41374857089945,3.6004525963852,1.09759838590235,0.303538697853773,0.628468564587648
"Fam118b",0.301364180044671,0.418063667211196,1.09736928301135,0.303588235690386,0.628512309393449
"Lrmp",-0.675141973515282,1.4601401959318,1.09699832177954,0.30366846984933,0.62861959001373
"Rpl19-ps11",-0.647508598850431,5.46361095857183,1.0968477665864,0.303701041110065,0.628628193532743
"Colca2",-0.617615350508176,1.19085372787046,1.09628659019129,0.30382248780878,0.628820740742225
"Dph2",0.671857361552756,4.12282789348381,1.0960897010281,0.303865112891599,0.628850130262005
"Adgre1",-1.06923666462364,3.50003728432737,1.09569242855508,0.303951143909094,0.628969334646047
"Hs1bp3",-0.703071662351305,2.44250118046967,1.09547538073769,0.303998160307921,0.629007790917708
"AC139347.1",0.447889226545312,0.597101543874607,1.09480380168941,0.304143697952418,0.629250072926338
"Trmt112",0.474109113194185,4.12720549718088,1.09263800176462,0.304613684267625,0.63016350636363
"Haus8",0.518802844867542,2.89033245367937,1.09209125886361,0.304732483314344,0.63033946302353
"Naca",0.539609103525069,6.45031940167928,1.09198432983733,0.304755724653061,0.63033946302353
"Dmwd",1.08837485378194,4.5040531860365,1.09169628754512,0.304818343319151,0.630410041062876
"Hist1h4n",0.920965356756858,2.01981647021587,1.09126657380119,0.304911792581182,0.630431756710634
"Gm44013",-0.663376228811113,0.946225476724296,1.09126213410052,0.304912758277334,0.630431756710634
"Ckap4",0.922688986077601,5.27375378220072,1.09119321129755,0.30492775046406,0.630431756710634
"Sowahc",0.946811853604711,6.24244682545903,1.09112389141488,0.304942830021267,0.630431756710634
"Park2",0.219101816650066,0.298888902269448,1.09065687336606,0.305044449243942,0.630582914466804
"Mier2",0.837018673662262,3.35882187945662,1.09043901309082,0.305091869353764,0.630598544777856
"Perm1",1.00158863920366,2.21507504114852,1.09036023519136,0.305109018817618,0.630598544777856
"Kansl2-ps",0.412911992172056,3.66459522247036,1.08967683121208,0.305257845935976,0.630791380785588
"Gm10101",-0.260333445881014,0.731674063556276,1.08966994298572,0.30525934650321,0.630791380785588
"Fry",0.712530975041915,1.61337173747597,1.08869274543343,0.305472324649404,0.631172526218246
"Rpl5-ps2",0.570180968940538,0.98439075215437,1.0881065620907,0.305600177750287,0.631354530901906
"2010315B03Rik",0.71066187939124,2.55793153377225,1.08802722625166,0.305617487295055,0.631354530901906
"Nkain1",1.15029089029559,1.35750502420257,1.08782136115851,0.305662409211513,0.631388373388076
"Prdx6",-1.09525633142259,6.61672143214323,1.08710368129197,0.30581908377845,0.631653028702329
"Hbq1a",0.601556012604362,0.440366564034374,1.08681321824074,0.305882524547562,0.631725083137202
"Cd59b",0.212865464611818,0.334949010219622,1.08625477538267,0.306004545104515,0.631905459214118
"Dhx58",-0.4682209395826,1.68242799994274,1.0861520879827,0.306026989559285,0.631905459214118
"Hmgn2",0.813689006839984,5.49822952689689,1.08572500834609,0.306120360360116,0.631981958987827
"Keap1",0.365306019333255,3.47522914754008,1.08572129989164,0.306121171292933,0.631981958987827
"Mfsd14a",0.579578363680755,3.67633892258276,1.08383042589778,0.306535027297006,0.63274572739596
"Zfp473",0.272413830272974,0.453465710213319,1.08376809116303,0.306548683304538,0.63274572739596
"Stoml2",0.402454035717479,6.30784238819076,1.08363916095177,0.306576931336496,0.63274572739596
"Nt5c",0.504667098298602,5.24181142650689,1.08338693675677,0.306632202639718,0.63280076669762
"Gm10698",-0.265465305137749,4.334150692245,1.08306221856857,0.306703379669674,0.632838554899927
"Csrp2",1.33326385000316,1.9661797832862,1.08298306003644,0.306720734292911,0.632838554899927
"Gm43032",0.608232522527653,0.796950651491508,1.08268884032328,0.306785250241613,0.632838554899927
"Hrasls",0.673445461643023,0.594549433832309,1.08262929273865,0.306798309942971,0.632838554899927
"Fut4",-0.76841542570284,2.94094460372047,1.08260787169421,0.306803008090222,0.632838554899927
"AC110211.2",-0.850698171258451,0.625234855367601,1.08248074522422,0.306830891953975,0.632838554899927
"Gfer",0.330038270470492,5.78568883085724,1.08239021160186,0.306850751634566,0.632838554899927
"Gramd4",0.856356823312791,2.36000693905957,1.08142937332233,0.307061629987644,0.633214433278957
"Pcnt",0.43224911131544,1.58200615746139,1.08085331496681,0.307188152808923,0.633416302040432
"1500009C09Rik",1.07459658853379,2.20777031659691,1.08006548984991,0.30736130058112,0.633714264003367
"Myo1f",-1.03919765428854,3.62677290423794,1.07981062089898,0.307417343624479,0.63372168023192
"Tlr1",-0.812664468466723,2.70535109277467,1.07978859142786,0.307422188322061,0.63372168023192
"Tbx3",-0.811662823277311,0.606839701183969,1.07954289435851,0.307476228714129,0.633727902680609
"Baz1a",-0.385852836563042,1.76010358887229,1.07951439368042,0.307482498186216,0.633727902680609
"Ankrd54",0.3840562274179,4.11611619464283,1.0792540214265,0.307539781854352,0.633786920723226
"Nmb",0.750466548915667,3.33791389188584,1.0789726365091,0.307601704584802,0.633855487195377
"Cd209f",-1.32256104276497,1.15881892276061,1.07846798635592,0.307712801989497,0.634004691143184
"Pask",0.386560581970689,0.689719614761907,1.07838340500126,0.307731427631673,0.634004691143184
"Sec31b",0.206883484181195,0.382868435117591,1.07824327130315,0.307762289780492,0.634009231475353
"Gm44154",0.941179079889411,2.1796621631667,1.07789207158253,0.307839654049302,0.634041922779294
"Tas2r108",0.314019443241465,0.160652430537802,1.07780028844562,0.307859876870669,0.634041922779294
"Gm8444",0.734047797861264,0.5086015643354,1.07768573194069,0.307885119915267,0.634041922779294
"Cd83",-2.20658723177562,4.12652600913994,1.0776508889274,0.307892798283142,0.634041922779294
"Tle6",0.881196708879042,1.20414284778489,1.07696493757277,0.308044014102003,0.634285022821053
"Plpp7",0.696183119758232,2.01494773382219,1.07674568450387,0.30809236881975,0.634285022821053
"Itgb2",-1.39838600561989,5.16097633296565,1.07666182915707,0.308110865224385,0.634285022821053
"Nat8f6",-0.311480068506916,0.149107314359545,1.07659534149606,0.30812553181114,0.634285022821053
"Impad1",0.953302730289598,3.97561082674469,1.07591564322206,0.30827552110133,0.634514215603929
"9330104G04Rik",0.824019867337278,1.96271108937185,1.07576469664531,0.308308843872304,0.634514215603929
"Gm44705",0.733393888806139,1.12287201136481,1.07547324954812,0.308373197070715,0.634514215603929
"Gm8000",-0.471960106396493,1.07168097819782,1.07545259926474,0.308377757457949,0.634514215603929
"Fbxo6",-0.334238694371236,5.09588400228875,1.07544119496692,0.30838027601019,0.634514215603929
"Tmem100",-2.08615303878559,3.41008808053414,1.07526436474449,0.308419331159006,0.63453555874925
"Zfp354a",0.913707931556111,1.54055425141759,1.07507133444186,0.30846197189552,0.634564274153299
"Slc12a2",-0.858935185754602,3.21391206853482,1.07447841301642,0.308592998913983,0.634774794511766
"Gm9915",-0.52674899135756,0.403421669820121,1.07425297789282,0.308642836454779,0.634818284760978
"Apmap",0.545544239351236,3.69547474920719,1.07385395314251,0.308731076476569,0.634933100149574
"Gm12611",0.365817266586445,0.208224524060899,1.07374100947795,0.308756058916472,0.634933100149574
"Atg9a",0.580173199488154,3.83600779605066,1.07348696300344,0.308812262370638,0.634989653353066
"Gm10053",0.559748835011778,3.87167153501382,1.07213317800976,0.309111996621616,0.635500292724668
"Myrip",0.478324451593633,0.670199781116865,1.07181453119265,0.309182603446714,0.635500292724668
"C1qb",-2.60782293585813,7.37245606552392,1.07166412981924,0.309215937430077,0.635500292724668
"Ncaph",-0.876775677296912,2.1853783740454,1.0716059731839,0.309228828186514,0.635500292724668
"Gm16565",0.24858177711097,0.296662685118833,1.07158239469537,0.309234054701816,0.635500292724668
"Gm37292",0.690400185928486,1.19108175930282,1.07142105087816,0.309269822100792,0.635500292724668
"Dhx40",0.680556152408994,3.44264864162119,1.07132036079298,0.309292146340351,0.635500292724668
"Stx6",-0.293869646727861,3.39232994226338,1.07126179795243,0.309305131446022,0.635500292724668
"Hsp90aa1",0.699761221715948,6.16334829087017,1.07119866020393,0.309319131766,0.635500292724668
"Gm33680",-0.351562368230014,0.312099311811441,1.07075629134325,0.309417247672088,0.635642842441229
"Tal1",-1.12986452816697,1.72958866381134,1.07021957389204,0.309536346070177,0.635828466491228
"Srpk3",-1.52245425234186,3.42292599246865,1.06968028832947,0.309656076545834,0.635982992725376
"Card19",-0.778212811519357,5.46588433509507,1.06962178832248,0.309669068283585,0.635982992725376
"Gpkow",0.45690822421243,4.08303258884818,1.06902737339398,0.309801118175941,0.636195130177885
"Gp9",-1.76079814010608,3.86967166858942,1.06873811188415,0.30986540536682,0.636267248370007
"Angptl6",0.616536856860278,1.57409902068992,1.06861056577074,0.309893757681455,0.636267248370007
"Hdac1",0.436417812163211,3.11072006375145,1.06830629390009,0.309961408607926,0.636293704136322
"A430105J06Rik",0.365269873837352,0.592423424437468,1.06829389291708,0.309964166228683,0.636293704136322
"Def6",-0.957855744086926,2.3866489309089,1.0672283984621,0.310201224978243,0.636721256280726
"Reep6",0.719863905867526,1.26349346677357,1.06668196035927,0.31032289520995,0.63691190376934
"Coro7",0.417282097426734,3.0872234928729,1.06637874896728,0.310390436194901,0.636991430421131
"Vipr1",0.517889353801674,0.761581877681155,1.06596761306633,0.310482049256858,0.637103232594418
"Fabp7",2.17819633042876,5.25686080245037,1.06587580775946,0.310502511134702,0.637103232594418
"1810010K12Rik",-0.304446496142531,0.15628826445798,1.06516224020651,0.310661615504026,0.637354725898505
"E230013L22Rik",-0.786200579761522,0.863399264542166,1.06493838898535,0.310711550332934,0.637354725898505
"Hapln3",-1.02930766076195,1.36188126136441,1.06481276402935,0.310739578423391,0.637354725898505
"Golph3",0.531112602392959,4.61507201734997,1.06466144715056,0.3107733431474,0.637354725898505
"B930094E09Rik",-0.526372167143263,0.715377613692837,1.06461695697308,0.310783271590435,0.637354725898505
"Cap1",-0.388846816711495,4.61962226722399,1.0644885377384,0.310811932070122,0.637354725898505
"Gm25737",-0.407252125435362,0.162900850174145,1.06442215982644,0.310826747625502,0.637354725898505
"Marf1",0.531934129517574,2.76056932595555,1.06353696568466,0.311024414126287,0.637602256218375
"Fcer1g",-1.54975811643727,6.91125268179204,1.06352279501238,0.311027579858758,0.637602256218375
"Wdr81",-0.8527268763409,4.50251339423464,1.06349438770682,0.311033926190331,0.637602256218375
"Gm3739",0.868568090584373,0.950699984948417,1.06329406574627,0.311078684060513,0.637615681008357
"Asgr2",-0.266766202009474,0.19439546211555,1.06320709848592,0.311098117832311,0.637615681008357
"Ing3",0.722026121731607,2.96309819184613,1.0628238841665,0.311183770718322,0.637727585856129
"Bdkrb2",0.668824113805396,0.722671609957839,1.062589791152,0.311236108904157,0.637727585856129
"Gm8115",0.310711689623673,2.14495557418585,1.06247178236079,0.311262497646706,0.637727585856129
"4933417C20Rik",0.391098176325641,1.04994705055768,1.06232141650675,0.311296126345427,0.637727585856129
"Gm4779",-0.34099954842575,0.157274289342595,1.06231818363609,0.311296849417364,0.637727585856129
"Mtif3",0.399881584542054,2.0312113032179,1.06207010682264,0.311352341658845,0.637782208751724
"Rcor2",0.890183642524886,2.02419255411111,1.0615549658472,0.311467616070393,0.637959269542201
"Gm44878",0.670269090602932,1.74048008991837,1.06111829533043,0.311565376063304,0.638100427203154
"Rps15-ps2",-0.575057704898041,6.4434314371534,1.06093158954716,0.311607187624226,0.63812698433868
"Rbm15",0.490357384545211,4.18128749764057,1.06023607718382,0.311763009834886,0.638261095836014
"Mprip",0.545074047181204,2.31701434772623,1.06021296681486,0.311768189275024,0.638261095836014
"Il10",0.33117479965213,0.561404244819157,1.06011342141054,0.311790500478931,0.638261095836014
"Thap11",0.417990413040201,7.11908597961767,1.06000814240998,0.311814099104796,0.638261095836014
"Alkbh3",0.582042553918719,2.13771980346108,1.05999551759514,0.311816929159501,0.638261095836014
"Pibf1",0.276961627972529,1.06209331025513,1.05974417641573,0.31187327853463,0.638317378205348
"Gcc1",0.57044736134205,3.71420710982085,1.05913870373668,0.312009078808452,0.63853624888801
"Slc48a1",-0.896991218417656,5.36625493397488,1.0583097291645,0.312195137430645,0.638857924833795
"Txnrd2",0.369390004512931,1.97674837416071,1.05791424384995,0.312283954661531,0.638980570567615
"Adam12",-0.444206388604497,0.416497810420015,1.05762986306962,0.312347841375602,0.639052186696796
"Ndufaf1",0.617266580250307,3.4751933490631,1.0571144177113,0.312463682224692,0.63923007599934
"Inpp5b",0.52028871810751,2.50743298920153,1.05647311078121,0.312607890173101,0.639465959713317
"Gm48338",0.64545232751514,1.15253963765355,1.05512424332822,0.312911497894754,0.640027835422118
"E230014E18Rik",0.713916915092579,1.00815466908993,1.05459180158457,0.313031451423182,0.640213996471762
"Gm8054",0.620833260354602,1.64912549925104,1.05405608571691,0.313152205324761,0.64040175988165
"Clec14a",-1.40896671669452,1.36101501585959,1.05386524315597,0.313195237714627,0.640415724691317
"Pank3",0.733494923202817,4.49418907742126,1.05376905462576,0.313216929944404,0.640415724691317
"Gm15382",0.515220654712912,0.59058020581568,1.05317945945532,0.313349938575671,0.640628471593159
"Gfpt2",0.551788329567671,0.891606535267224,1.05291568439949,0.313409469150931,0.640690970802629
"Psmc4",0.351263422202265,6.15716476593585,1.05250456139865,0.313502284729175,0.64077417198439
"Polr2f",0.495512175055957,4.56412798963249,1.05247882012096,0.313508097344801,0.64077417198439
"Gm43175",1.29734469593371,2.12197702062262,1.05183933494628,0.313652545742976,0.641010186556292
"Ildr2",0.808578691624229,1.10993925956084,1.0513639829608,0.313759977693272,0.641079233809539
"Knstrn",-0.636945618906622,1.22946958248931,1.05134767513921,0.313763664226479,0.641079233809539
"Gm14648",-0.502679625001723,1.27304638756382,1.05117022915615,0.313803781312709,0.641079233809539
"C87436",0.3030285658177,1.48801384270262,1.05078225199888,0.313891519580983,0.641079233809539
"Nup160",0.473151793330893,2.09225114404763,1.0506264999756,0.313926751127533,0.641079233809539
"Cisd2",0.462942607890818,4.6714689121666,1.0506206595543,0.313928072351367,0.641079233809539
"Bard1",-0.336843270879538,0.572293491508894,1.05048862839396,0.3139579425325,0.641079233809539
"Parp14",-0.649448358035332,2.30463019386353,1.05045271842543,0.313966067319804,0.641079233809539
"Dgat2",0.79284122512459,2.39764012613918,1.05042745330887,0.313971783833335,0.641079233809539
"Smchd1",0.512930692143477,1.49582872891395,1.05039380480614,0.313979397399892,0.641079233809539
"4831440E17Rik",0.5577672977003,1.2261981664347,1.05009984104997,0.314045922505149,0.641079233809539
"Epha2",-1.506512385983,2.91042969168816,1.04999701328164,0.314069197319371,0.641079233809539
"Gm42903",0.264447550841003,0.470125931349755,1.04983685697409,0.314105452958015,0.641079233809539
"Ppcs",0.414671824873817,3.60189114724872,1.04981662772982,0.314110032788221,0.641079233809539
"Plec",1.11252229415465,2.45315444339417,1.04976818456129,0.314121000519613,0.641079233809539
"Pde3a",0.345416308265376,0.445542718083611,1.04863209475686,0.314378364579299,0.64154529652134
"E2f8",-0.985805649673674,1.73474295623542,1.04809683294373,0.314499719017045,0.641733746893018
"Map3k8",-0.892231075678944,2.82799578835107,1.04791854427895,0.314540154663068,0.64175706369188
"Cd151",-0.926396078035364,5.84451867926674,1.04770411949703,0.314588795259263,0.641797115226916
"Tmem40",-0.77755475045636,1.06217127149601,1.0474335677428,0.314650182356455,0.641863161297543
"Slc18b1",0.956190537773349,1.57769535397517,1.04672662828614,0.314810660640186,0.642131315263031
"Cd79b",-0.963639037961461,4.15892969719355,1.04630127454193,0.314907271174967,0.642262153809742
"Cacng4",1.41670382844201,1.54056173366876,1.04606235301497,0.314961555000126,0.642262153809742
"Taf12",-0.252652354536797,3.10502623538817,1.04597611523664,0.314981151644733,0.642262153809742
"Nudt13",-0.395279249274092,2.62755320094111,1.0459330820708,0.31499093110499,0.642262153809742
"Hmmr",-0.578191280206099,1.01999359299822,1.04525114213141,0.315145959620001,0.642436886384321
"Mtmr11",1.02518821968537,1.2176132259075,1.0450905934123,0.315182472923549,0.642436886384321
"Srebf1",-0.738699633194069,4.06925291738689,1.04507796504436,0.315185345213466,0.642436886384321
"Nr3c2",0.363979754799621,0.479553586302587,1.04504525937868,0.315192784198139,0.642436886384321
"Gstp2",-0.286031299876623,0.770542513227721,1.0445986145088,0.315294398490881,0.642584797587634
"Oasl2",1.1798561769547,2.70510860780213,1.04359005000642,0.315524016095288,0.642877855255112
"Gas6",1.25713187174521,2.66962936792615,1.04339596417883,0.315568229176593,0.642877855255112
"Plce1",-0.455829295815698,0.435590284473832,1.04329098452862,0.3155921472185,0.642877855255112
"4930430E12Rik",-0.908871278297955,1.8235305604958,1.04319087036831,0.315614959020289,0.642877855255112
"Rps16",0.613529790449188,7.20475094372653,1.04311461534922,0.31563233582785,0.642877855255112
"Gm11224",-0.544370804527426,2.67171163384968,1.0430889968925,0.315638173990219,0.642877855255112
